cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type,legend,accessibilty_notes,contact_en,contact_tc,contact_sc,openhour_en,openhour_tc,openhour_sc,GeometryLongitude,GeometryLatitude
4072,Accepted,Tuen_Mun,"Mcdonald`s - Shop Nos. 9-11, Level 2, Sun Tuen Mun Shopping Centre, 55-65 Lung Mun Road, Tuen Mun",,麥當勞 - 屯門龍門路55-65號新屯門中心商場2樓9-11號舖,,麦当劳 - 屯门龙门路55-65号新屯门中心商场2楼9-11号铺,,22.380995,113.965034,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2468 3707,,,,,,113.96503400000006,22.38099500000004
4073,Accepted,Kwai_Tsing,"Mcdonald`s - Shop Nos. Lg213 & Lg214, Lg2, Shek Yam Shopping Centre, Shek Yam Estate, Kwai Chung",,麥當勞 - 葵涌石蔭邨石蔭商場LG2樓LG213及LG214號舖,,麦当劳 - 葵涌石荫村石荫商场LG2楼LG213及LG214号铺,,22.371491,114.138551,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2276 0880,,,,,,114.138551,22.37149100000005
4074,Accepted,Yuen_Long,"Mcdonald's - G/f-1/f, Hing Fat House, 9-13 Kau Yuk Road, Yuen Long",,麥當勞 - 元朗教育路9-13號興發大廈地下及1樓,,麦当劳 - 元朗教育路9-13号兴发大厦地下及1楼,,22.442808,114.027548,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2443 0738,,,,,,114.02754800000002,22.44280800000007
4075,Accepted,Tuen_Mun,"Mcdonald's - Shop Nos. R131-r136, Level 1, Butterfly Plaza, 1 Wu Chui Road, Tuen Mun",,麥當勞 - 屯門湖翠路1號蝴蝶廣場地下R131-R136號舖,,麦当劳 - 屯门湖翠路1号蝴蝶广场地下R131-R136号舖,,22.374047,113.962863,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2463 7410,,,,,,113.96286300000008,22.374047000000076
4076,Accepted,Tsuen_Wan,"Mcdonald`s - Shop Nos. 511-512 & 511-512a, Level 5, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan",,麥當勞 - 荃灣大壩街4-30號荃灣廣場5樓511-512及511-512A號鋪,,麦当劳 - 荃湾大坝街4-30号荃湾广场5楼511-512及511-512A号铺,,22.370496,114.111373,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2411 5973,,,,,,114.11137300000007,22.37049600000006
4077,Accepted,Tsuen_Wan,"Mcdonald`s - Shop Units S1-2, 2nd Floor, Luk Yeung Galleria, Tsuen Wan",,麥當勞 - 荃灣綠楊坊二樓S1-2號舖,,麦当劳 - 荃湾绿杨坊二楼S1-2号铺,,22.373430,114.118906,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2402 2527,,,,,,114.11890600000004,22.37343000000004
4078,Accepted,Tuen_Mun,"Mcdonald`s - Shops 1 & 2, G/f, Blossom Garden Shopping Arcade, No. 11 Leung Tak Street, Tuen Mun",,麥當勞 - 屯門良德街11號寶怡花園商場地下1-2號舖,,麦当劳 - 屯门良德街11号宝怡花园商场地下1-2号铺,,22.408162,113.968589,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2464 5711,,,,,,113.96858900000007,22.40816200000006
4080,Accepted,Tuen_Mun,"Mcdonald`s - Shops No. R6 & F9, G/f, Gold Coast Piazza, 1 Castle Peak Road, Castle Peak Bay, Tuen Mun",,麥當勞 - 屯門青山公路-青山灣段1號黃金海岸商場R6及F9地舖,,麦当劳 - 屯门青山公路-青山湾段1号黄金海岸商场R6及F9地铺,,22.371348,113.992781,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2441 6822,,,,,,113.99278100000004,22.37134800000007
4081,Accepted,Tuen_Mun,"Mcdonald`s - Shop Nos. G23, G25–g27 On G/f, Prime View Garden, 2 King Fung Path, Tuen Mun",,"麥當勞 - 屯門景峰徑2號景峰花園地下G23, G25–G27號舖",,"麦当劳 - 屯门景峰径2号景峰花园地下G23, G25－G27号铺",,22.403421,113.979920,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2441 2180,,,,,,113.9799200000001,22.403421000000037
4082,Accepted,Kwai_Tsing,"Mcdonald`s - 12/f., Asia Terminals Centre B, Berth 3, Kwai Chung",,麥當勞 - 葵涌三號碼頭亞洲貨櫃物流中心B座12字樓,,麦当劳 - 葵涌三号码头亚洲货柜物流中心B座12字楼,,22.342683,114.123882,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2419 0262,,,,,,114.1238820000001,22.342683000000022
4083,Accepted,Tsuen_Wan,"Mcdonald's - G/f - 1/f, Kwong Fat Building, 270-276 Sha Tsui Road, Tsuen Wan",,麥當勞 - 荃灣沙咀道270-276號廣發大廈一樓及地下,,麦当劳 - 荃湾沙咀道270-276号广發大厦一楼及地下,,22.369890,114.116165,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2412 2134,,,,,,114.11616500000002,22.369890000000055
4084,Accepted,Tsuen_Wan,"Mcdonald's - G/f - 1/f, 10-16 Market Street, Tsuen Wan",,麥當勞 - 荃灣街市街10-16號地下與一樓,,麥當勞 - 荃灣街市街10-16號地下與一樓,,22.371907,114.116530,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2493 0754,,,,,,114.11653000000001,22.37190700000008
4085,Accepted,Kwai_Tsing,"Mcdonald's - Shop Nos. 9 & 10, G/f, Sing Shing Building, 90-114 Wo Yi Hop Road, Kwai Chung",,麥當勞 - 葵涌和宜合道90-114號成城大廈地下9及10號舖,,麦当劳 - 葵涌和宜合道90-114号成城大厦地下9及10号铺,,22.367898,114.139212,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2423 2122,,,,,,114.13921200000004,22.367898000000025
4086,Accepted,Yuen_Long,Mtrc - Tin Shui Wai Station,,港鐵公司 - 天水圍站,,港铁公司 - 天水围站,,22.448277,114.004698,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2296 2801,,,,,,114.00469800000008,22.448277000000076
4087,Accepted,Kwai_Tsing,Mtrc - Tsing Yi Station,,港鐵公司 - 青衣站,,港铁公司 - 青衣站,,22.358493,114.107259,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2449 9059,,,,,,114.10725900000011,22.358493000000067
4088,Accepted,Tsuen_Wan,Mtrc - Tsuen Wan Station,,港鐵公司 - 荃灣站,,港铁公司 - 荃湾站,,22.373644,114.117779,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2920 3560,,,,,,114.11777900000004,22.37364400000007
4089,Accepted,Tsuen_Wan,Mtrc - Tsuen Wan West Station,,港鐵公司 - 荃灣西站,,港铁公司 - 荃湾西站,,22.368312,114.109783,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2252 2801,,,,,,114.1097830000001,22.36831200000006
4090,Accepted,Tuen_Mun,Mtrc - Tuen Mun Station,,港鐵公司 - 屯門站,,港铁公司 - 屯门站,,22.394875,113.973131,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2630 2801,,,,,,113.97313100000008,22.39487500000007
4091,Accepted,Yuen_Long,Mtrc - Yuen Long Station,,港鐵公司 - 元朗站,,港铁公司 - 元朗站,,22.446119,114.034705,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2256 2801,,,,,,114.03470500000003,22.446119000000067
4092,Accepted,Yuen_Long,Mtrc - Kam Sheung Road Station,,港鐵公司 - 錦上路站,,港铁公司 - 锦上路站,,22.434799,114.063441,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2208 2801,,,,,,114.06344100000001,22.434799000000055
4093,Accepted,Kwai_Tsing,Mtrc - Kwai Fong Station,,港鐵公司 - 葵芳站,,港铁公司 - 葵芳站,,22.356717,114.127694,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2920 2050,,,,,,114.12769400000002,22.35671700000006
4094,Accepted,Kwai_Tsing,Mtrc - Kwai Hing Station,,港鐵公司 - 葵興站,,港铁公司 - 葵兴站,,22.363057,114.131206,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2920 2051,,,,,,114.13120600000002,22.363057000000026
4095,Accepted,Kwai_Tsing,Mtrc - Lai King Station,,港鐵公司 - 荔景站,,港铁公司 - 荔景站,,22.348412,114.126162,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2928 3042,,,,,,114.12616200000002,22.348412000000053
4096,Accepted,Yuen_Long,Mtrc - Lok Ma Chau Station,,港鐵公司 - 落馬洲站,,港铁公司 - 落马洲站,,22.514678,114.065001,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,3404 6007,,,,,,114.06500100000005,22.51467800000006
4097,Accepted,Yuen_Long,Mtrc - Long Ping Station,,港鐵公司 - 朗屏站,,港铁公司 - 朗屏站,,22.447660,114.024850,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2257 2801,,,,,,114.02485000000001,22.44766000000004
4099,Accepted,Kwai_Tsing,Mtrc - Maritime Square,"1/F, Maritime Square. (near East Ocean . Lafavette)",港鐵公司 - 青衣城,青衣城一樓 (近東海薈 . 拉斐特),港铁公司 - 青衣城,青衣城一楼 (近东海荟 . 拉斐特),22.359061,114.107596,"Metals,Paper,Plastics",Recycling Bins at Public Place,Note: For public use,2449 9013,,,,,,114.10759600000006,22.359061000000054
4100,Accepted,Tuen_Mun,Mtrc - Siu Hong Station,,港鐵公司 - 兆康站,,港铁公司 - 兆康站,,22.411341,113.978772,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2214 2801,,,,,,113.97877200000005,22.41134100000005
4101,Accepted,Tsuen_Wan,Mtrc - Tai Wo Hau Station,,港鐵公司 - 大窩口站,,港铁公司 - 大窝口站,,22.370761,114.124956,"Metals,Paper,Plastics,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2920 3566,,,,,,114.12495600000011,22.370761000000073
4104,Accepted,Tuen_Mun,"Panashop - Shop No. 41, 45 & 46, Level 3, North Wing, Trend Plaza, Tuen Mun, Nt",,"PanaShop - 屯門時代廣場北翼3樓41,45及46號舖",,"PanaShop - 屯门时代广场北翼3楼41,45及46号铺",,22.392963,113.975673,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2613 1383,,,,,,113.97567300000003,22.392963000000066
4105,Accepted,Yuen_Long,"Panashop - Shop S204, 2/f, T Town South, 30 Tin Wah Road, Tin Shui Wai",,PanaShop - 天水圍天華路30號 T Town South 2樓 S204號舖,,PanaShop - 天水围天华路30号 T Town South 2楼 S204号铺,,22.461424,113.997942,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2866 9310,,,,,,113.99794200000008,22.461424000000022
4115,Accepted,Tsuen_Wan,"Pricerite - Shop Nos. 601-608, Level 6, Tsuen Wan Plaza, 4 - 30 Tai Pa Street, Tsuen Wan",,實惠 - 荃灣大壩街 4 - 30 號 荃灣廣場 6 樓 601 至 608 號舖,,实惠 - 荃湾大坝街 4 - 30 号 荃湾广场 6 楼 601 至 608 号铺,,22.371009,114.111033,"Fluorescent Lamp,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2405 0271,,,,,,114.11103300000002,22.371009000000072
4120,Accepted,Kwai_Tsing,"Shun Hing Electric Service Centre Ltd - 1/f, Shun Hing Centre, 2 Shing Yiu Street, Kwai Chung",,信興電器服務中心 - 葵涌勝耀街2號信興中心1樓,,信兴电器服务中心 - 葵涌胜耀街2号信兴中心1楼,,22.362655,114.119581,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2406 5439,,,,,,114.11958100000004,22.362655000000075
4121,Accepted,Tsuen_Wan,"The Boys` & Girls` Clubs Association Of Hong Kong - Level 5, Bellagio Mall, 33 Castle Peak Road, Sham Tseng, Sham Tseng",,香港小童群益會 - 深井青山公路-深井段33號碧堤半島碧堤坊5樓,,香港小童群益会 - 深井青山公路-深井段33号碧堤半岛碧堤坊5楼,,22.367322,114.061517,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2496 0116,,,,,,114.0615170000001,22.36732200000006
4122,Accepted,Kwai_Tsing,"The Boys` & Girls` Clubs Association Of Hong Kong - G/f & 1/f, Yam Yue House, Shek Yam East Estate, Kwai Chung",,香港小童群益會 - 葵涌石蔭東邨蔭裕樓地下及一樓,,香港小童群益会 - 葵涌石荫东邨荫裕楼地下及一楼,,22.373329,114.139209,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2481 3222,,,,,,114.13920900000005,22.37332900000007
4123,Accepted,Kwai_Tsing,"The Boys` & Girls` Clubs Association Of Hong Kong - 3/f, Block D, 6 King Cho Road, Cho Yiu Chuen, Kwai Chung",,香港小童群益會 - 葵涌祖堯邨敬祖路6號D座三樓,,香港小童群益会 - 葵涌祖尧邨敬祖路6号D座三楼,,22.345808,114.128607,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2744 2123,,,,,,114.1286070000001,22.345808000000034
4124,Accepted,Kwai_Tsing,"The Boys` & Girls` Clubs Association Of Hong Kong - G/f, Yeung King House, Lai King Estate, Kwai Chung",,香港小童群益會 - 葵涌荔景邨仰景樓地下,,香港小童群益会 - 葵涌荔景邨仰景楼地下,,22.345806,114.128643,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2742 8736,,,,,,114.12864300000001,22.34580600000004
4125,Accepted,Kwai_Tsing,"The Boys` & Girls` Clubs Association Of Hong Kong - G/f, Yee Kui House, Tsing Yi Estate, Tsing Yi",,香港小童群益會 - 青衣青衣邨宜居樓地下,,香港小童群益会 - 青衣青衣邨宜居楼地下,,22.353610,114.103131,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2433 2319,,,,,,114.10313100000008,22.35361000000006
4126,Accepted,Kwai_Tsing,"The Boys` & Girls` Clubs Association Of Hong Kong - G/f, Hang Yee House, Cheung Hang Estate, Tsing Yi",,香港小童群益會 - 青衣長亨邨亨怡樓地下,,香港小童群益会 - 青衣长亨邨亨怡楼地下,,22.357369,114.098790,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2435 2113,,,,,,114.09879000000001,22.357369000000062
4128,Accepted,Yuen_Long,"The Boys` & Girls` Clubs Association Of Hong Kong - Unit 104, 1/f, Tin Ching Amenity And Community Building, Tin Ching Estate, Tin Shui Wai",,香港小童群益會 - 天水圍天晴邨天晴社區綜合服務大樓1樓104室,,香港小童群益会 - 天水围天晴邨天晴社区综合服务大楼1楼104室,,22.462411,114.002464,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2445 5899,,,,,,114.00246400000003,22.46241100000003
4135,Accepted,Tuen_Mun,"Wellcome - Shop R311, Level 3, Butterfly Plaza, 1 Wu Chui Road, Tuen Mun",,惠康 - 屯門湖翠路1號蝴蝶廣場二樓R311號舖,,惠康 - 屯门湖翠路1号蝴蝶广场二楼R311号舖,,22.375237,113.963395,Rechargeable Batteries,Recycling Bins at Public Place,Note: For public use,2299 1133,,,,,,113.9633950000001,22.375237000000027
4141,Accepted,Tuen_Mun,"Chelsea Heights - 1 Shek Pai Tau Path, Tuen Mun",,卓爾廣場 - 屯門石排頭徑1號,,卓尔广场 - 屯门石排头径1号,,22.400481,113.974270,"Fluorescent Lamp,Metals,Paper,Plastics,Printer Cartridges,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2468 2488,,,,,,113.97427000000005,22.40048100000007
4154,Accepted,Tsuen_Wan,"Japan Home Centre - Shop Nos. 211-212, 2/f, Shek Fong House, Shek Wai Kok Estate, Tsuen Wan",,日本城 - 荃灣石圍角邨石芳樓2樓211-212號舖,,日本城 - 荃湾石围角邨石芳楼2楼211-212号铺,,22.374687,114.123845,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2492-2291,,,,,,114.12384500000007,22.37468700000005
4160,Accepted,Tuen_Mun,"Japan Home Centre - Shop No.49, G/f, Shopping Centre, Hong Lai Garden, Heung Sze Wui Road, Tuen Mun",,日本城 - 屯門屯門鄉事會路康麗花園商場地下49號舖,,日本城 - 屯门屯门乡事会路康丽花园商场地下49号铺,,22.398040,113.974959,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2441-0596,,,,,,113.97495900000001,22.398040000000037
4161,Accepted,Tuen_Mun,"Japan Home Centre - Shop 3-5-6, Ug/f., Venice Garden, 12 Leung Tak Street, Tuen Mun",,"日本城 - 屯門良德街12號海麗花園UG3,5,6號舖",,"日本城 - 屯门良德街12号海丽花园UG3,5,6号铺",,22.407505,113.968535,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2454-1928,,,,,,113.96853500000009,22.40750500000007
4162,Accepted,Tuen_Mun,"Japan Home Centre - Shop 210a, 2/f, Fu Tai Shopping Centre, Fu Tai Estate, Tuen Mun",,日本城 - 屯門富泰邨富泰商場2樓210A號舖,,日本城 - 屯门富泰村富泰商场2楼210A号铺,,22.413771,113.983016,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,3156-1480,,,,,,113.98301600000002,22.413771000000054
4164,Accepted,Tuen_Mun,"Japan Home Centre - Shop 313, 3/f, New Town Commercial Arcade, 2 Tuen Lee Street, Tuen Mun",,日本城 - 屯門屯利街2號新都商場3樓313號舖,,日本城 - 屯门屯利街2号新都商场3楼313号铺,,22.390884,113.978259,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2441 7083,2441 7083,2441 7083,,,,113.9782590000001,22.390884000000028
4165,Accepted,Kwai_Tsing,"Japan Home Centre - Shop No.Lg105, Lg1, Shek Yam Shopping Centre, Shek Yam Estate, Kwai Chung",,日本城 - 葵涌石蔭邨石蔭商場LG1樓LG105號舖,,日本城 - 葵涌石荫村石荫商场LG1楼LG105号铺,,22.371537,114.138614,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2682 5080,,,,,,114.13861400000008,22.371537000000046
4169,Accepted,Kwai_Tsing,"Japan Home Centre - Shop 14h, 1/f, Tsing Yi Square, 7-19 Tsing Luk Street, Tsing Yi",,日本城 - 青衣青綠街7-19號青怡薈1樓14H號鋪,,日本城 - 青衣青绿街7-19号青怡荟1楼14H号铺,,22.353853,114.105230,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2431-9121,2431-9121,2431-9121,,,,114.10523,22.353853000000072
4170,Accepted,Kwai_Tsing,"Japan Home Centre - Shop 107-109, 1/f, Hang King Shopping Arcade, 9 Wing Fong Road, Kwai Fong",,日本城 - 葵芳榮芳路9號恆景商場一樓107-109號舖,,日本城 - 葵芳荣芳路9号恒景商场一楼107-109号铺,,22.360667,114.127856,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2421-9720,2421-9720,2421-9720,,,,114.12785600000007,22.360667000000035
4171,Accepted,Tuen_Mun,"K-point - 1 Tuen Lung Street, Tuen Mun",,錦薈坊 - 屯門屯隆街1號,,锦荟坊 - 屯门屯隆街1号,,22.393980,113.975477,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2450 0101,,,,,,113.97547700000007,22.393980000000056
4172,Accepted,Kwai_Tsing,"Kwai Chung Shopping Centre - Kwai Chung Shopping Centre, Sheung Kok Street, Kwai Chung",,葵涌商場 - 葵涌上角街葵涌商場,,葵涌商场 - 葵涌上角街葵涌商场,,22.357767,114.127874,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,,,,,,,114.12787400000002,22.357767000000024
4173,Accepted,Tsuen_Wan,"Lei Muk Shue Shopping Centre - Lei Muk Shue Shopping Centre, The Junction Of Wo Yee Hop Road And Ngong Hom Road, Tsuen Wan",,梨木樹商場 - 荃灣和宜合道及昂磡路交界梨木樹商場,,梨木树商场 - 荃湾和宜合道及昂磡路交界梨木树商场,,22.377887,114.136597,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,,,,,,,114.13659700000005,22.377887000000044
4175,Accepted,Tsuen_Wan,"Nina Tower - 8 Yeung Uk Road, Tsuen Wan",,如心廣場 - 荃灣楊屋道8號,,如心广场 - 荃湾杨屋道8号,,22.369003,114.112992,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2439 1618,,,,,,114.11299200000008,22.369003000000077
4177,Accepted,Yuen_Long,"Pricerite - G/f & Cockloft 130-132, 1/f & 2/f 128-138 Castle Peak Road - Yuen Long, Yuen Long",,"實惠 - 元朗青山公路-元朗段130-132號地下及閣樓, 128-138號一樓及二樓",,"实惠 - 元朗青山公路-元朗段130-132号地下及阁楼, 128-138号一楼及二楼",,22.444323,114.028106,"Fluorescent Lamp,Rechargeable Batteries",Recycling Bins at Public Place,Note: For public use,2476 7049,,,,,,114.0281060000001,22.444323000000054
4187,Accepted,Yuen_Long,"Tin Yan Shopping Centre - Tin Yan Shopping Centre, Tin Shui Wai",,天恩商場 - 天水圍天恩商場,,天恩商场 - 天水围天恩商场,,22.462486,113.996348,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,,,,,,,113.99634800000001,22.46248600000007
4188,Accepted,Tsuen_Wan,"Tsuen Kam Centre - 328-338 Castle Peak Road, Tsuen Wan",,荃錦中心 - 荃灣青山公路-荃灣段328-338號,,荃锦中心 - 荃湾青山公路-荃湾段328-338号,,22.374142,114.115275,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2413 4682,,,,,,114.11527500000011,22.374142000000063
4189,Accepted,Tsuen_Wan,"Tsuen Wan Plaza (shopping Mall) - 4-30 Tai Pa Street, Tsuen Wan",,荃灣廣場 - 荃灣大壩街4-30號,,荃湾广场 - 荃湾大坝街4-30号,,22.370818,114.111073,"Fluorescent Lamp,Metals,Paper,Plastics",Recycling Bins at Public Place,Note: For public use,2417 1709,,,,,,114.11107300000003,22.370818000000043
4190,Accepted,Tuen_Mun,"Tung Po Hong - Po Tin - Shop No 101, Po Tin Shopping Centre, Po Tin Estate, Tuen Mun",,通寶行-寶田 - 屯門寶田邨寶田商場101號舖,,通宝行-宝田 - 屯门宝田邨宝田商场101号铺,,22.409496,113.966624,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,,,,,,,113.96662400000002,22.409496000000047
4191,Accepted,Yuen_Long,"Yuen Long Plaza - L1, Customer Care Centre, Yuen Long Plaza, 249-251 Castle Peak Road, Yuen Long",,元朗廣場 - 元朗青山公路-元朗段249-251號元朗廣場一樓顧客服務中心,,元朗广场 - 元朗青山公路-元朗段249-251号元朗广场一楼顾客服务中心,,22.444704,114.023731,Fluorescent Lamp,Recycling Bins at Public Place,Note: For public use,2474 8378,,,,,,114.02373100000011,22.44470400000006
4207,Accepted,Yuen_Long,Yuen Kong Tsuen Playground,,元崗村遊樂場,,元岗村游樂场,,22.424730,114.077191,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,114.07719100000008,22.424730000000068
4211,Accepted,Tuen_Mun,Siu Lun Sports Ground (near The Entrance),,兆麟運動場的入口,,兆麟运动场的入口,,22.385307,113.978401,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.97840100000008,22.38530700000007
4212,Accepted,Yuen_Long,Tong Yan San Tsuen Garden,"Tong Yan San Tsuen Road, Ha Tsuen, Yuen Long",唐人新村花園,元朗屏山唐人新村路,唐人新村花园,元朗屏山唐人新村路,22.436570,114.011380,"Clothes,Metals,Paper,Plastics",Recycling Bins at Public Place,Note: For public use,,,,,,,114.01138000000003,22.436570000000074
4213,Accepted,Yuen_Long,Tai Kei Leng Sitting-out Area,,大旗嶺休憩處,,大旗嶺休憩处,,22.432084,114.032282,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,114.03228200000001,22.43208400000003
4214,Accepted,Yuen_Long,Tin Shui Wai Park (next To Tennis Court),,天水圍公園 (網球場側),,天水围公园 (网球场侧),,22.456131,114.005070,"Clothes,Metals,Paper,Plastics",Recycling Bins at Public Place,Note: For public use,,,,,,,114.00507000000005,22.456131000000028
4215,Accepted,Yuen_Long,"Tin Shui Community Centre, Tin Shui Estate, Tin Shui Wai",,天水圍天瑞邨天瑞社區中心,,天水围天瑞邨天瑞社区中心,,22.455305,113.999364,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.99936400000001,22.455305000000067
4216,Accepted,Yuen_Long,"Tin Yiu Community Centre, Tin Yiu Estate, Tin Shui Wai",,天水圍天耀邨天耀社區中心,,天水围天耀邨天耀社区中心,,22.450390,114.004419,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,114.0044190000001,22.450390000000027
4217,Accepted,Yuen_Long,"Wang Yat Plaza Sitting-out Area, 107 District, Tin Tsui Wai",,天水圍第107區宏逸廣場休憩處,,天水围第107区宏逸广场休憩处,,22.467906,114.000270,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,114.00027000000011,22.467906000000028
4218,Accepted,Yuen_Long,Tin Shui Wai Sports Ground,,天水圍運動場,,天水围运动场,,22.454980,114.004719,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,114.00471900000002,22.454980000000035
4219,Accepted,Yuen_Long,Tin Shui Wai Sports Centre,,天水圍體育館,,天水围体育馆,,22.455179,114.006511,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,114.00651100000005,22.455179000000044
4221,Accepted,Tuen_Mun,"G/f, Tseng Choi Street Community Hall, 27 Tseng Choi Street, Tuen Mun",,屯門井財街27號井財街社區會堂地下大堂,,屯门井财街27号井财街小区会堂地下大堂,,22.400257,113.977296,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.97729600000002,22.400257000000067
4222,Accepted,Tuen_Mun,Tuen Mun Park (near Exit B Of Tuen Mun Station),,屯門公園 (鄰近西鐵屯門站杯渡路的出口),,屯门公园 (邻近西铁屯门站杯渡路的出口),,22.393426,113.973547,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.97354700000005,22.393426000000034
4223,Accepted,Tuen_Mun,Entrance Of Yan Oi Town Square (underneath The Footbridge Connecting San Hui Market),,仁愛廣場入口對出（連接新墟街市的行人天橋底）,,仁爱广场入口对出（连接新墟街市的行人天桥底）,,22.396899,113.975827,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.9758270000001,22.396899000000076
4224,Accepted,Tuen_Mun,"Tai Hing Community Hall, Commercial Complex, Tai Hing Estate (near The Entrance)",,屯門大興邨大興商場大興社區會堂入口,,屯门大兴邨大兴商场大兴社区会堂入口,,22.402564,113.970041,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.97004100000004,22.40256400000004
4225,Accepted,Tuen_Mun,"Near The Basketball Court In On Ting/yau Oi Community Centre, On Ting Estate",,屯門安定邨安定/友愛社區中心內籃球場側,,屯门安定邨安定/友爱社区中心内篮球场侧,,22.387458,113.976442,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.97644200000002,22.387458000000038
4227,Accepted,Tuen_Mun,"Shan King Community Hall, Shan King Estate",,屯門山景邨山景社區會堂入口,,屯门山景邨山景社区会堂入口,,22.396280,113.965595,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.96559500000001,22.396280000000047
4228,Accepted,Tuen_Mun,Squash Court Entrance Near Tuen Mun Public Swimming Pool,,屯門泳池內的壁球場入口,,屯门泳池内的壁球场入口,,22.381498,113.970494,Clothes,Recycling Bins at Public Place,Note: For public use,,,,,,,113.97049400000003,22.38149800000008
